congress,chamber,bioguide_id,name,party,PORTMAN_attract,PORTMAN_offer
98,house,B000615,WILLIAM BONER,D,0.256212013861973,0.12099368243099001
98,house,B000619,DAVID BONIOR,D,0.3322473495056352,0.06690963524505655
98,house,B000620,DON BONKER,D,0.3340182277883709,0.10812717088787269
98,house,B000648,DOUGLAS BOSCO,D,0.3266917939500797,0.14986110378194603
98,house,B000657,RICK BOUCHER,D,0.3981354499030561,0.10140404608022545
98,house,B000711,BARBARA BOXER,D,0.16633063294365158,0.059228970227799285
98,house,B000780,JOHN BREAUX,D,0.6356614161013052,0.24184484743731285
98,house,B000845,ROBIN BRITT,D,0.3520620436165371,0.05916022320196689
98,house,B000880,JACK BROOKS,D,0.5699899827885371,0.07372563050428144
98,house,B000918,GEORGE BROWN,D,0.29798123782857616,0.10351818431356115
98,house,B000919,GEORGE BROWN,R,0.4116855121292264,0.42201605977676154
98,house,B000966,JAMES BROYHILL,R,0.32220555256052397,0.6481086919853002
98,house,B000997,JOHN BRYANT,D,0.29755524569750935,0.08351771659278387
98,house,B001149,DAN BURTON,R,,0.5430941400109697
98,house,B001156,PHILLIP BURTON,D,0.24923222303885162,0.0850074430441349
98,house,B001158,SALA BURTON,D,0.275920630312894,0.06163297867489814
98,house,B001220,BEVERLY BYRON,D,0.6168484097033811,0.201083463043762
98,house,C000079,CARROLL CAMPBELL,R,0.3017918285602856,0.5717962019637942
98,house,C000165,WILLIAM CARNEY,R,0.3276405852905444,0.5639911965064848
98,house,C000174,THOMAS CARPER,D,0.31311067076062993,0.25360045838291456
98,house,C000178,BOB CARR,D,,0.059072066937945936
98,house,C000293,ROD CHANDLER,R,0.39881529036978386,0.7269365810358291
98,house,C000321,WILLIAM CHAPPELL,D,,0.46212241118764125
98,house,C000322,EUGENE CHAPPIE,R,0.3405806828389686,0.4863193277469238
98,house,C000344,RICHARD CHENEY,R,0.4655806828389686,0.38470538069469734
98,house,C000462,JAMES CLARKE,D,0.3442698358243293,0.13658168954257602
98,house,C000488,WILLIAM CLAY,D,0.4317014570903543,0.1264428495849264
98,house,C000523,WILLIAM CLINGER,R,0.5423673303110446,0.7181016545860307
98,house,C000542,DANIEL COATS,R,,0.2345153379306391
98,house,C000581,ANTHONY COELHO,D,0.34795513312802806,0.19275234686885
98,house,C000618,E. COLEMAN,R,0.42287868052863964,0.6939210593683246
98,house,C000621,RONALD COLEMAN,D,0.2391312129378415,0.03500306478287909
98,house,C000634,CARDISS COLLINS,D,0.3337789347581428,0.10407449596951884
98,house,C000666,BARBER CONABLE,R,0.4314813152811813,0.7459264968622162
98,house,C000709,SILVIO CONTE,R,0.7013791185752505,0.7866807889003722
98,house,C000714,JOHN CONYERS,D,0.19144881323279037,0.0576871444302631
98,house,C000754,JAMES COOPER,D,,0.04375383097859886
98,house,C000773,TOM CORCORAN,R,0.3094426537730637,0.5112957386119021
98,house,C000788,BALTASAR CORRADA,R,0.43224734950563526,0.9043246538134343
98,house,C000807,R. COUGHLIN,R,0.3260880176425111,0.47890896360984087
98,house,C000809,JAMES COURTER,R,0.4057978796045082,0.5812215521778371
98,house,C000846,WILLIAM COYNE,D,0.26213194070065493,0.11071529473630967
98,house,C000858,LARRY CRAIG,R,0.25579787960450817,0.36789229822518094
98,house,C000871,DANIEL CRANE,R,0.2867502605568891,0.37207279667067344
98,house,C000873,PHILIP CRANE,R,0.3212565055404827,0.3178180631703371
98,house,D000017,NORMAN D'AMOURS,D,0.35242028910662676,0.15590271427203645
98,house,D000044,WILLIAM DANNEMEYER,R,0.320958530777245,0.2944040675290461
98,house,D000064,THOMAS DASCHLE,D,0.37718606369158747,0.08549999664641401
98,house,D000065,HAL DAUB,R,0.3248780252516794,0.525147121107286
98,house,D000131,ROBERT DAVIS,R,0.3753029050611908,0.6710450396154296
98,house,D000203,E. DE LA GARZA,D,0.2796255800431935,0.25528067229494134
98,house,D000209,RON DE LUGO,D,0.3861207749957973,0.14547850555037956
98,house,D000222,RONALD DELLUMS,D,0.29999464249475305,0.07510748910599506
98,house,D000267,BUTLER DERRICK,D,0.3013247958168602,0.21846886939255367
98,house,D000326,WILLIAM DICKINSON,R,0.4520941759008045,0.8285457421302749
98,house,D000327,NORMAN DICKS,D,0.3151224699082894,0.1283717536614223
98,house,D000355,JOHN DINGELL,D,0.19625650554048268,0.05769948862829673
98,house,D000373,JULIAN DIXON,D,0.30648977374805947,0.09630990879570178
98,house,D000416,BRIAN DONNELLY,D,,0.10287101135798447
98,house,D000432,BYRON DORGAN,D,0.3352259986593048,0.1474782856250733
